id,host_id,host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,amenities,price_nok,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,is_shared_bathroom,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,response_time_a few days or more,response_time_no information,response_time_within a day,response_time_within a few hours,response_time_within an hour,located_in_Alna,located_in_Bjerke,located_in_Frogner,located_in_Gamle Oslo,located_in_Grorud,located_in_Grünerløkka,located_in_Marka,located_in_Nordre Aker,located_in_Nordstrand,located_in_Sagene,located_in_Sentrum,located_in_St. Hanshaugen,located_in_Stovner,located_in_Søndre Nordstrand,located_in_Ullern,located_in_Vestre Aker,located_in_Østensjø,missing_rating_review_data
9309991,48327072,2015-11-06,0.9,0.68,1,2,2,1,1,59.88261,10.84719,1,1.0,1.0,1.0,"[""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Heating"", ""Elevator"", ""Hair dryer"", ""Stove"", ""Smoke alarm"", ""Private patio or balcony"", ""Dishwasher"", ""Free street parking"", ""Coffee maker"", ""Dedicated workspace"", ""Wifi"", ""Refrigerator"", ""Host greets you"", ""Hangers"", ""Essentials"", ""Lock on bedroom door"", ""Hot water"", ""Iron"", ""Dishes and silverware"", ""Oven""]",421.0,2,1125,2,2,1125,1125,2.0,1125.0,1,29,59,89,179,158,14,2,2015-12-01,2024-06-03,4.84,4.87,4.88,4.89,4.9,4.77,4.82,0,1,0,1,0,1.51,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9450549,6929050,2013-06-15,1.0,0.92,1,2,2,1,1,59.91062927246094,10.738469123840332,4,1.0,1.0,2.0,"[""Portable fans"", ""Portable heater"", ""Kitchen"", ""Cooking basics"", ""Ethernet connection"", ""Siemens stainless steel oven"", ""Wine glasses"", ""Paid parking garage off premises"", ""Elevator"", ""Hair dryer"", ""City skyline view"", ""Marina view"", ""Smoke alarm"", ""Exterior security cameras on property"", ""Keypad"", ""Pets allowed"", ""Safe"", ""Siemens stainless steel induction stove"", ""Central heating"", ""Hot water kettle"", ""Cleaning products"", ""Coffee"", ""Drying rack for clothing"", ""Dishwasher"", ""Shared beach access"", ""Shampoo"", ""Canal view"", ""Dedicated workspace"", ""Room-darkening shades"", ""Baking sheet"", ""Bay view"", ""Single level home"", ""Freezer"", ""Sun loungers"", ""Extra pillows and blankets"", ""Clothing storage: closet and wardrobe"", ""Sea view"", ""Coffee maker: espresso machine"", ""Ocean view"", ""Body soap"", ""Radiant heating"", ""Luggage dropoff allowed"", ""Hangers"", ""Shared patio or balcony"", ""Outdoor dining area"", ""90 inch HDTV with Apple TV"", ""Samsung refrigerator"", ""Self check-in"", ""Dining table"", ""Essentials"", ""Harbor view"", ""Fast wifi \u2013 348 Mbps"", ""Hot water"", ""Laundromat nearby"", ""Long term stays allowed"", ""Bed linens"", ""Conditioner"", ""Iron"", ""Dishes and silverware"", ""Waterfront"", ""Mountain view"", ""Private entrance"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Fire extinguisher"", ""LG  sound system with Bluetooth and aux"", ""Shower gel"", ""Microwave""]",2800.0,5,1125,2,27,1125,1125,6.9,1125.0,1,0,9,21,296,169,11,0,2017-06-06,2024-02-13,4.96,4.97,4.95,4.96,4.97,4.99,4.93,0,1,1,0,0,1.96,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9475539,4096681,2012-11-08,1.0,1.0,0,2,2,1,1,59.91622,10.77176,3,1.0,1.0,2.0,"[""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Heating"", ""BBQ grill: gas"", ""Hair dryer"", ""Mosquito net"", ""Smoke alarm"", ""Shared backyard"", ""Hot water kettle"", ""Coffee"", ""Cleaning products"", ""Dryer"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishwasher"", ""Shampoo"", ""Room-darkening shades"", ""Wifi"", ""Freezer"", ""Extra pillows and blankets"", ""Refrigerator"", ""Smart lock"", ""Body soap"", ""Bathtub"", ""Hangers"", ""Oven"", ""Dining table"", ""Essentials"", ""Washer"", ""Hot water"", ""Bed linens"", ""Conditioner"", ""Iron"", ""Dishes and silverware"", ""Blender"", ""Fire extinguisher"", ""Shower gel"", ""Self check-in""]",1250.0,2,10,2,2,10,10,2.0,10.0,1,29,55,85,360,34,2,0,2015-11-25,2023-08-20,4.56,4.68,4.79,4.62,4.71,4.74,4.53,0,2,1,1,0,0.32,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9505334,4096681,2012-11-08,1.0,1.0,0,2,2,1,1,59.91429,10.77033,1,1.0,1.0,2.0,"[""Essentials"", ""Washer"", ""Paid parking on premises"", ""Hot water"", ""Kitchen"", ""Heating"", ""Hair dryer"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm""]",636.0,2,7,2,2,7,7,2.0,7.0,1,0,0,0,179,18,1,0,2015-12-25,2024-05-13,4.83,4.94,4.89,4.82,5.0,4.76,4.94,0,2,1,1,0,0.17,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9519616,49322375,2015-11-18,0.33,1.0,0,2,4,1,1,59.9234,10.76386,4,1.0,1.0,1.0,"[""Essentials"", ""Washer"", ""Kitchen"", ""Heating"", ""Wifi"", ""Outdoor furniture"", ""Fire extinguisher"", ""Outdoor dining area"", ""Smoke alarm"", ""TV"", ""Indoor fireplace""]",2214.0,1,1125,1,1,1125,1125,1.0,1125.0,1,30,60,90,365,60,0,0,2016-04-17,2023-06-16,4.33,4.36,4.27,4.39,4.32,4.75,4.34,0,2,2,0,0,0.6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9650761,48047628,2015-11-03,1.0,1.0,0,1,1,1,1,59.97638,10.64637,4,2.0,2.0,2.0,"[""Valley view"", ""Air conditioning"", ""Paid washer \u2013 In unit"", ""Portable heater"", ""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Shared backyard \u2013 Not fully fenced"", ""Siemens refrigerator"", ""Hair dryer"", ""City skyline view"", ""Smoke alarm"", ""Pets allowed"", ""Lake view"", ""Safe"", ""Hot water kettle"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishwasher"", ""Shared beach access"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Room-darkening shades"", ""Baking sheet"", ""Free street parking"", ""Park view"", ""Piano"", ""Wifi"", ""Siemens electric stove"", ""Freezer"", ""Extra pillows and blankets"", ""Host greets you"", ""Ski-in/Ski-out"", ""Lake access"", ""Body soap"", ""Bathtub"", ""Radiant heating"", ""Luggage dropoff allowed"", ""Hangers"", ""Outdoor dining area"", ""Oven"", ""Self check-in"", ""Coffee maker: pour-over coffee"", ""Essentials"", ""Exercise equipment"", ""Ceiling fan"", ""Hot water"", ""TV with Netflix, standard cable, Apple TV, HBO Max"", ""Hammock"", ""Bed linens"", ""Free parking on premises"", ""Iron"", ""Dishes and silverware"", ""Waterfront"", ""Mountain view"", ""Private entrance"", ""Lockbox"", ""Outdoor furniture"", ""Blender"", ""Fire extinguisher"", ""Books and reading material"", ""Microwave""]",1900.0,3,14,2,3,14,14,3.0,14.0,1,3,22,44,224,70,4,1,2015-12-26,2024-06-02,4.84,4.78,4.61,4.94,4.97,4.81,4.82,0,1,1,0,0,0.68,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9728030,11304650,2014-01-14,1.0,1.0,1,1,1,1,1,59.90992,10.74521,2,1.0,1.0,1.0,"[""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Elevator"", ""Hair dryer"", ""Smoke alarm"", ""Coffee maker: french press, Nespresso"", ""Hot water kettle"", ""Central heating"", ""Electric stove"", ""Clothing storage: closet"", ""Shampoo"", ""Carbon monoxide alarm"", ""Wifi"", ""Refrigerator"", ""Hangers"", ""Oven"", ""Essentials"", ""Washer"", ""Hot water"", ""Bed linens"", ""TV with standard cable"", ""Iron"", ""Blender"", ""Fire extinguisher"", ""Shower gel""]",2000.0,3,1125,3,3,1125,1125,3.0,1125.0,1,21,51,75,165,432,28,3,2015-12-14,2024-06-17,4.89,4.95,4.91,4.93,4.96,4.96,4.84,0,1,1,0,0,4.15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9781719,34413064,2015-05-28,0.88,1.0,0,1,1,1,1,59.92871805641656,10.765950791537762,4,1.0,2.0,2.0,"[""Fire extinguisher"", ""Paid parking on premises"", ""Kitchen"", ""Stove"", ""Smoke alarm"", ""TV"", ""Pets allowed"", ""Dryer"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Wifi"", ""Single level home"", ""Freezer"", ""Refrigerator"", ""Host greets you"", ""Hangers"", ""Outdoor dining area"", ""Dining table"", ""Washer"", ""Bed linens"", ""Private entrance"", ""Oven""]",1480.0,2,1125,2,2,1125,1125,2.0,1125.0,1,0,10,25,25,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9807590,48612798,2015-11-09,1.0,0.0,0,1,1,1,1,59.91971,10.76172,1,1.0,1.0,1.0,"[""Essentials"", ""Washer"", ""Kitchen"", ""Heating"", ""Hot tub"", ""Dryer"", ""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm""]",686.0,4,25,4,4,25,25,4.0,25.0,1,0,0,19,19,120,0,0,2016-02-12,2018-05-28,4.8,4.86,4.93,4.87,4.92,4.79,4.79,0,1,0,1,0,1.18,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9825410,50605233,2015-12-05,0.5,0.2,0,1,1,1,0,59.96096,10.66244,3,2.0,2.0,2.0,"[""Air conditioning"", ""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Heating"", ""Elevator"", ""Hair dryer"", ""City skyline view"", ""Smoke alarm"", ""Stove"", ""Building staff"", ""Safe"", ""Hot water kettle"", ""Toaster"", ""BBQ grill"", ""Cleaning products"", ""Dryer"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Dishwasher"", ""Cleaning available during stay"", ""Shampoo"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Children\u2019s books and toys"", ""Room-darkening shades"", ""Baking sheet"", ""Wifi"", ""Free street parking"", ""Gym"", ""Freezer"", ""Extra pillows and blankets"", ""Sea view"", ""Refrigerator"", ""Ocean view"", ""Ski-in/Ski-out"", ""Lake access"", ""Body soap"", ""Luggage dropoff allowed"", ""Outdoor dining area"", ""Oven"", ""Children\u2019s dinnerware"", ""Indoor fireplace"", ""Essentials"", ""Washer"", ""Long term stays allowed"", ""Hot water"", ""Barbecue utensils"", ""High chair"", ""TV with standard cable"", ""Resort access"", ""Free parking on premises"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Dishes and silverware"", ""Private entrance"", ""Outdoor furniture"", ""Blender"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Self check-in""]",2000.0,3,30,3,3,30,30,3.0,30.0,1,30,47,73,336,3,0,0,2016-03-13,2020-02-22,5.0,4.0,4.67,4.67,5.0,5.0,5.0,0,1,1,0,0,0.03,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9901461,50919903,2015-12-09,1.0,0.61,0,3,3,1,1,59.92109,10.7654,2,1.0,1.0,1.0,"[""Essentials"", ""Washer"", ""Hot water"", ""Kitchen"", ""Heating"", ""Iron"", ""Dryer"", ""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""Hangers"", ""Smoke alarm"", ""TV""]",900.0,1,20,1,1,20,20,1.0,20.0,1,0,0,0,6,46,5,0,2020-07-15,2023-07-31,4.67,4.67,4.35,4.65,4.98,4.8,4.63,0,3,3,0,0,0.95,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9962493,31532709,2015-04-19,1.0,0.83,1,3,3,1,1,59.90107,10.77386,4,1.0,2.0,1.0,"[""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Heating"", ""Patio or balcony"", ""Hair dryer"", ""City skyline view"", ""Smoke alarm"", ""TV"", ""Stove"", ""Safe"", ""Cleaning products"", ""Dryer"", ""Drying rack for clothing"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Clothing storage: dresser"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Coffee maker: espresso machine"", ""Host greets you"", ""Body soap"", ""Hangers"", ""Oven"", ""Dining table"", ""Essentials"", ""Washer"", ""Hot water"", ""Bed linens"", ""Conditioner"", ""Iron"", ""Dishes and silverware"", ""Fire extinguisher"", ""Shower gel""]",1357.0,2,1125,2,2,1125,1125,2.0,1125.0,1,1,5,35,125,45,7,0,2016-01-05,2023-11-22,4.84,4.84,4.6,4.91,4.91,4.6,4.8,0,1,1,0,0,0.44,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9976627,24315148,2014-11-30,0.0,0.0,0,1,3,1,1,59.94968,10.87008,2,0.0,1.0,1.0,"[""Washer"", ""Kitchen"", ""Refrigerator"", ""TV with standard cable"", ""Heating"", ""Free parking on premises"", ""Dryer"", ""Dishes and silverware"", ""Coffee maker"", ""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Smoke alarm""]",1229.0,14,60,8,14,60,60,12.3,60.0,1,23,53,83,173,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0,1,0,-1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9992272,708972,2011-06-16,1.0,0.0,0,1,1,1,1,59.9014287415691,10.778996117063596,6,1.0,3.0,2.0,"[""Fire extinguisher"", ""Air conditioning"", ""Kitchen"", ""Wine glasses"", ""First aid kit"", ""Stove"", ""TV"", ""Smoke alarm"", ""Hot water kettle"", ""BBQ grill"", ""Dishwasher"", ""Baking sheet"", ""Dedicated workspace"", ""Wifi"", ""Sound system"", ""Refrigerator"", ""Outdoor dining area"", ""Indoor fireplace"", ""Washer"", ""Free parking on premises"", ""Dishes and silverware"", ""Blender"", ""Oven""]",3990.0,7,20,7,7,20,20,7.0,20.0,1,6,12,12,12,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10123555,51949754,2015-12-21,0.25,0.0,0,1,2,1,1,59.93066,10.77666,1,1.0,1.0,2.0,"[""Essentials"", ""Sea view"", ""Kitchen"", ""Garden view"", ""Courtyard view"", ""Heating"", ""Iron"", ""First aid kit"", ""Hair dryer"", ""Free washer \u2013 In unit"", ""Shampoo"", ""City skyline view"", ""Fire extinguisher"", ""Wifi"", ""Hangers"", ""Smoke alarm"", ""TV""]",764.0,2,31,2,2,31,31,2.0,31.0,1,28,58,88,178,4,0,0,2016-04-01,2022-11-13,5.0,4.5,5.0,5.0,5.0,5.0,5.0,0,1,0,1,0,0.04,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10131499,9497966,2013-10-18,1.0,1.0,0,1,1,1,1,59.86919,10.83628,5,1.0,1.0,2.0,"[""Kitchen"", ""Cooking basics"", ""Heating"", ""First aid kit"", ""Elevator"", ""Hair dryer"", ""Smoke alarm"", ""Pets allowed"", ""Shampoo"", ""Free street parking"", ""Coffee maker"", ""Wifi"", ""Hangers"", ""Essentials"", ""Washer"", ""Long term stays allowed"", ""Hot water"", ""TV with standard cable"", ""Free parking on premises"", ""Iron"", ""Dishes and silverware""]",1329.0,3,30,3,3,1125,1125,3.0,1125.0,1,23,25,54,289,34,3,0,2016-06-02,2023-09-09,4.91,4.97,4.82,5.0,5.0,4.94,4.91,1,1,1,0,0,0.35,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10287029,1186634,2011-09-20,0.0,0.71,0,1,3,1,1,59.93695,10.65986,2,1.0,1.0,1.0,"[""Kitchen"", ""Cooking basics"", ""Garden view"", ""Heating"", ""Patio or balcony"", ""Hair dryer"", ""City skyline view"", ""Smoke alarm"", ""Stove"", ""Dryer"", ""Shampoo"", ""Dedicated workspace"", ""Coffee maker"", ""Wifi"", ""Bay view"", ""Sea view"", ""Refrigerator"", ""Shared pool"", ""Ocean view"", ""Courtyard view"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hangers"", ""Oven"", ""Essentials"", ""Washer"", ""Lock on bedroom door"", ""EV charger"", ""Hot water"", ""Long term stays allowed"", ""TV with standard cable"", ""Resort access"", ""Iron"", ""Free parking on premises"", ""Dishes and silverware"", ""Fire extinguisher""]",400.0,30,120,30,30,120,120,30.0,120.0,1,0,8,8,278,15,4,1,2017-06-14,2024-06-01,4.93,4.87,5.0,4.93,5.0,4.73,4.93,0,1,0,1,0,0.17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10294937,52964337,2016-01-01,0.0,0.0,0,1,1,1,1,59.89362,10.84634,8,2.0,5.0,4.0,"[""Air conditioning"", ""Kitchen"", ""Cooking basics"", ""Heating"", ""First aid kit"", ""Patio or balcony"", ""Hair dryer"", ""Smoke alarm"", ""Stove"", ""BBQ grill"", ""Dryer"", ""Dishwasher"", ""Coffee maker"", ""Children\u2019s books and toys"", ""Wifi"", ""Refrigerator"", ""Bathtub"", ""Backyard"", ""Luggage dropoff allowed"", ""Hangers"", ""Oven"", ""Self check-in"", ""Indoor fireplace"", ""Essentials"", ""Washer"", ""Hot water"", ""High chair"", ""Bed linens"", ""TV with standard cable"", ""Free parking on premises"", ""Iron"", ""Dishes and silverware"", ""Lockbox"", ""Fire extinguisher"", ""Microwave""]",1500.0,5,1125,5,5,1125,1125,5.0,1125.0,1,23,26,52,232,2,0,0,2018-08-02,2019-08-03,5.0,5.0,4.5,5.0,5.0,5.0,5.0,0,1,1,0,0,0.03,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10360128,51237014,2015-12-13,1.0,0.9,1,2,2,1,1,59.93256,10.76039,2,1.0,1.0,2.0,"[""Essentials"", ""Washer"", ""Extra pillows and blankets"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Bed linens"", ""TV with standard cable"", ""Heating"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Dishwasher"", ""Shampoo"", ""Wifi"", ""Fire extinguisher"", ""Hangers"", ""Smoke alarm"", ""Microwave""]",555.0,2,1125,2,3,1125,1125,2.0,1125.0,1,1,3,8,15,100,16,1,2016-07-17,2024-06-02,4.79,4.73,4.67,4.8,4.85,4.93,4.82,0,1,1,0,0,1.03,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10372780,46375634,2015-10-12,0.0,0.0,0,1,1,1,1,59.90724,10.77732,2,1.0,1.0,1.0,"[""Essentials"", ""Washer"", ""Kitchen"", ""Heating"", ""TV with standard cable"", ""Free parking on premises"", ""Wifi"", ""Fire extinguisher"", ""Smoke alarm"", ""Indoor fireplace""]",800.0,100,100,100,100,100,100,100.0,100.0,1,23,53,83,358,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10419697,53665132,2016-01-07,0.89,0.69,0,1,1,1,1,59.92962,10.74985,5,1.0,2.0,2.0,"[""Kitchen"", ""Cooking basics"", ""Ethernet connection"", ""Wine glasses"", ""Heating"", ""Elevator"", ""Hair dryer"", ""Indoor fireplace: ethanol"", ""City skyline view"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Stove"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Fast wifi \u2013 73 Mbps"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Coffee maker"", ""Park view"", ""Single level home"", ""Extra pillows and blankets"", ""Refrigerator"", ""Body soap"", ""Hangers"", ""Free washer"", ""Essentials"", ""EV charger"", ""Microwave"", ""Hot water"", ""Bed linens"", ""Conditioner"", ""Paid street parking off premises"", ""Dishes and silverware"", ""Private entrance"", ""Free parking garage on premises"", ""Fire extinguisher"", ""Shower gel"", ""HDTV with Netflix, Apple TV, HBO Max, Disney+""]",3000.0,3,28,3,3,28,28,3.0,28.0,1,16,39,62,152,34,16,2,2022-02-20,2024-06-09,4.82,4.88,4.59,4.88,4.85,4.91,4.76,0,1,1,0,0,1.18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10422863,53681434,2016-01-07,0.0,0.0,0,1,1,1,1,59.90084537280876,10.777609013020992,4,1.0,2.0,2.0,"[""Paid parking on premises"", ""Kitchen"", ""Cooking basics"", ""Wine glasses"", ""Heating"", ""Patio or balcony"", ""Clothing storage: wardrobe"", ""Hair dryer"", ""Smoke alarm"", ""TV"", ""Free dryer \u2013 In unit"", ""Shared backyard"", ""Safe"", ""Hot water kettle"", ""Toaster"", ""Coffee"", ""Cleaning products"", ""Dishwasher"", ""Dedicated workspace"", ""Baking sheet"", ""Room-darkening shades"", ""Wifi"", ""Freezer"", ""Refrigerator"", ""Bathtub"", ""Other induction stove"", ""Oven"", ""Dining table"", ""Essentials"", ""Washer"", ""Hot water"", ""Bed linens"", ""Iron"", ""Game console: Nintendo Switch"", ""Dishes and silverware"", ""Free driveway parking on premises \u2013 1 space"", ""Outdoor furniture"", ""Fire extinguisher""]",1250.0,9,40,9,9,40,40,9.0,40.0,1,13,25,50,140,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10425922,53699015,2016-01-07,0.83,1.0,0,1,1,1,1,59.90668110929258,10.835628638098136,2,1.0,1.0,3.0,"[""Kitchen"", ""Cooking basics"", ""Garden view"", ""Smoke alarm"", ""Pets allowed"", ""Hot water kettle"", ""Toaster"", ""Cleaning products"", ""Private patio or balcony"", ""Dishwasher"", ""Dedicated workspace"", ""Free street parking"", ""Room-darkening shades"", ""Wifi"", ""Freezer"", ""Extra pillows and blankets"", ""Heating - split type ductless system"", ""Refrigerator"", ""Clothing storage: closet and dresser"", ""Single oven"", ""Outdoor dining area"", ""Self check-in"", ""Dining table"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Free parking on premises"", ""Dishes and silverware"", ""Lockbox"", ""Private entrance"", ""Free washer \u2013 In unit"", ""Outdoor furniture"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Microwave""]",967.0,2,1125,2,2,1125,1125,2.0,1125.0,1,1,1,1,1,16,7,3,2023-02-25,2024-06-28,4.69,4.87,4.87,5.0,5.0,4.67,4.73,0,1,1,0,0,0.98,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10453828,39265225,2015-07-22,0.0,0.6,0,1,1,1,0,59.9329,10.72654,6,1.5,4.0,4.0,"[""Paid parking on premises"", ""Kitchen"", ""Cooking basics"", ""Paid parking off premises"", ""Heating"", ""Patio or balcony"", ""Hair dryer"", ""Smoke alarm"", ""Stove"", ""Pets allowed"", ""BBQ grill"", ""Cleaning products"", ""Dryer"", ""Drying rack for clothing"", ""Dishwasher"", ""Shampoo"", ""Dedicated workspace"", ""Coffee maker"", ""Wifi"", ""Refrigerator"", ""Host greets you"", ""Bathtub"", ""Backyard"", ""Clothing storage: closet and dresser"", ""Hangers"", ""Oven"", ""Indoor fireplace"", ""Essentials"", ""Washer"", ""Hot water"", ""Bed linens"", ""TV with standard cable"", ""Iron"", ""Dishes and silverware"", ""Fire extinguisher""]",2500.0,4,12,1,7,12,12,4.1,12.0,1,10,20,22,131,0,0,0,1900-01-01,1900-01-01,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,1,0,0,-1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
10461999,53908294,2016-01-09,1.0,0.5,0,1,1,1,1,59.91409,10.75882,1,1.0,1.0,1.0,"[""Essentials"", ""Kitchen"", ""Heating"", ""Elevator"", ""Wifi"", ""Coffee maker"", ""Fire extinguisher"", ""Smoke alarm"", ""TV""]",606.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,0,188,234,0,0,2016-02-14,2020-01-03,4.59,4.71,4.7,4.67,4.82,4.81,4.72,1,1,0,1,0,2.29,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10481135,53296812,2016-01-04,0.0,0.0,0,1,1,1,1,59.93538,10.71738,4,1.0,2.0,2.0,"[""Paid parking on premises"", ""Kitchen"", ""Cooking basics"", ""Paid parking off premises"", ""Heating"", ""First aid kit"", ""Elevator"", ""Hair dryer"", ""Smoke alarm"", ""Free dryer \u2013 In unit"", ""Stove"", ""BBQ grill"", ""Private patio or balcony"", ""Dishwasher"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Pocket wifi"", ""Wifi"", ""Piano"", ""Single level home"", ""Extra pillows and blankets"", ""Refrigerator"", ""Hangers"", ""Oven"", ""Essentials"", ""Shared backyard \u2013 Fully fenced"", ""EV charger"", ""Hot water"", ""Barbecue utensils"", ""Bed linens"", ""TV with standard cable"", ""Free parking on premises"", ""Iron"", ""Dishes and silverware"", ""Lockbox"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Self check-in""]",2857.0,5,1125,5,5,1125,1125,5.0,1125.0,1,28,31,31,226,35,0,0,2016-03-10,2022-06-30,4.83,4.91,4.71,4.91,4.97,4.82,4.74,0,1,1,0,0,0.35,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
